symbol	fitch	fitch.summit
IFT43	0.412803173	0.412803173
IGF2BP1	0	0
IGF2R	0.6756378504	0.6756378504
IGSF10	0.4329161753	0.4329161753
IGSF21	0	0
IGSF3	0.2353582458	0.2353582458
IKBKAP	0.1119972709	0.1119972709
IKZF1	0.9303249848	0.9303249848
IKZF2	0.0806272087	0.0806272087
IL13RA1	0.1926940439	0.1926940439
IL17A	0	0
IL18R1	1.1508305612	0
IL1RAPL2	0.5794223372	0.5794223372
IL1RN	1.7138946199	1.7138946199
IL20RB	1.2403450215	1.2403450215
IL31	1.6712079754	1.6712079754
ILDR1	1.4956782377	1.4956782377
ILKAP	0	0
IMP4	0	0
IMPG1	0.9934679482	0.9934679482
INSM2	0	0
INTU	0.5437459375	0.5437459375
INVS	0	0
IP6K2	0.1660696601	0.1660696601
IPO11	0	0
IPO8	0	0
IPP	0.5384366116	0.5384366116
IQCF6	0	0
IQGAP3	0.0959042645	0.0959042645
IQSEC1	0.3425527994	0.3425527994
IQSEC2	0	0
IRF2	0.05908746965	0
IRGC	0.5282122382	0.5282122382
IRX4	0	0
ISL1	0	0
ISLR	1.7780591062	1.7780591062
ISM2	0.2225982153	0.2225982153
ITCH	0	0
ITGA3	0.1113042239	0.1113042239
ITGAL	0.9560119769	0.9560119769
ITGB5	0	0
ITIH1	0.163068869333333	0.0914704032
ITIH5	0.6553309393	0.6553309393
ITLN1	0.3046208856	0.3046208856
ITLN2	0.387861186	0.387861186
ITPR2	0.259409762533333	0.2729314503
ITSN2	0	0
IWS1	0.7828282552	0.7828282552
IZUMO2	0.26186092515	0
JAG2	0.1003812379	0.1003812379
JAK1	0.103096344	0.103096344
JAK2	0.1809656854	0.1809656854
JAK3	0.7690308212	0.7690308212
JAKMIP1	0	0
JAKMIP3	0.1450546798	0.1450546798
JMJD1C	0	0
JUP	0	0
KARS	0	0
KAT6A	0.8169627612	0.8169627612
KATNB1	0	0
KBTBD3	0.0889859746	0.0889859746
KCNA6	0.6206827635	0.6206827635
KCNB1	0.1051151668	0.1051151668
KCNC4	0.1764512097	0.1764512097
KCND2	0	0
KCND3	0	0
KCNG4	0.658124301	0.658124301
KCNH1	0.23180558	0
KCNH7	0	0
KCNK10	0	0
KCNQ3	1.7945154225	1.7945154225
KCNQ4	0.1786758263	0.1786758263
KCNS1	1.1169852122	1.1169852122
KCNT1	0.1950938767	0.1950938767
KCNT2	0	0
KCTD19	0	0
KDM2B	0.1652161105	0.1652161105
KEAP1	0	0
KEL	0	0
KIAA0753	0.1330081373	0.1330081373
KIAA1210	2.3495187109	2.3495187109
KIAA1211	1.4122616407	1.4122616407
KIAA1217	0.5553736193	0.5553736193
KIAA1522	1.0832997962	1.0832997962
KIAA1551	2.2128383126	2.2128383126
KIAA1671	1.7198642989	1.7198642989
KIAA1755	1.0852232315	1.0852232315
KIAA2022	0.44460007425	0.8892001485
KIF13B	0	0
KIF1A	0	0
KIF1BP	0.4156592472	0.4156592472
KIF23	0	0
KIF25	3.3885708025	3.3885708025
KIF26B	0.0871303126	0.0871303126
KIF27	0.7088003589	0.7088003589
KIF2C	0	0
KIF5A	0.2021764485	0.2841644259
KIFC3	1.5925993818	1.5925993818
KIR3DL2	2.0013629282	2.0013629282
KIRREL	0.0486878953	0.0486878953
KLC1	0	0
KLF5	0.2862581489	0.2862581489
KLHDC3	0.2142334796	0.2142334796
KLHDC4	0	0
KLHDC8B	0.2682713586	0.2682713586
KLHL15	0	0
KLHL28	0.4770859438	0.4770859438
KLHL3	0	0
KLHL42	0.8571570308	0.8571570308
KLHL6	0.2854716077	0.2854716077
KLK11	0.4152108337	0.4152108337
KLRB1	0.5187121967	1.0374243934
KMT2A	0.1234912804	0.2813439689
KMT2B	0.2621251218	0.2621251218
KMT2C	0.2474885481	0.2474885481
KMT2D	0.2392107128	0.3716557487
KNG1	0.5695610621	0.5695610621
KPNA5	0.1627038649	0.3254077298
KRBA1	0	0
KRT12	0.7858626456	0.489499781
KRT17	0.884761731	0.884761731
KRT33A	0.0946163397	0.0946163397
KRT6A	0.2621493327	0.2621493327
KRT72	0	0
KRT75	0.0831171318	0.0831171318
KRT77	0.3614294753	0.3614294753
KRT78	1.1108879461	1.1108879461
KRTAP10-7	0.5526597719	0.5526597719
KRTAP10-8	2.0840565506	2.0840565506
KRTAP10-9	1.0092015635	1.0092015635
KRTAP11-1	0.3062465413	0.3062465413
KRTAP13-1	1.0259698621	1.0259698621
KRTAP24-1	0.4055233086	0.4055233086
KRTAP25-1	1.245827723	1.245827723
KY	0.861502623	0.861502623
L1CAM	0.3785494691	0.3785494691
L1TD1	0.5852601071	0.5852601071
L3MBTL1	0.1784897854	0.1784897854
LAMA1	0.647945137166667	0.1699916322
LAMA2	0.3711329799	0.3711329799
LAMA3	0	0
LAMC3	0.8391330637	0.8391330637
LARGE1	0	0
LARP4	1.7484690136	1.7484690136
LAT2	2.066401754	2.066401754
LBR	1.7050047644	1.7050047644
LCE4A	0.8126170169	0.8126170169
LCT	0.7927611395	0.7927611395
LCTL	1.0778847159	1.0778847159
LDOC1L	0	0
LETM1	0.3817393457	0.3817393457
LETMD1	0.0710877261	0.1421754522
LGALS12	0.1109610548	0.1109610548
LGALS3	0.1305934309	0.1305934309
LGALS8	0.8515499581	0.8515499581
LGI1	0.0881337899	0.0881337899
LHFPL4	0	0
LHFPL5	0	0
LHX5	0	0
LHX6	0.0857787202	0.0857787202
LIG4	0	0
LILRB1	0.8879981281	0.8879981281
LILRB5	0	0
LINGO3	0.2975856578	0.2975856578
LIPN	1.1091114243	1.1091114243
LNPK	0.2842557828	0.2842557828
LONP1	0	0
LONRF3	0	0
LOX	0.1720073516	0.1720073516
LOXHD1	0.1765856598	0.1765856598
LPAR2	0.1036457281	0.1036457281
LRCH4	0.1044114135	0.1044114135
LRFN3	0.797226052	0.797226052
LRFN5	0.09017261835	0
LRIG3	1.2669791037	1.2669791037
LRP1	0.09621088754	0.295698416
LRP1B	0	0
LRP6	0.4798838451	0.4798838451
LRRC14B	0.5053386502	0.5053386502
LRRC31	1.2678155823	1.2678155823
LRRC36	0	0
LRRC43	0.3361242288	0.3361242288
LRRC4B	0	0
LRRC61	0.1365030246	0.1365030246
LRRC7	0.194020878	0.194020878
LRRC71	0.171890771	0.171890771
LRRK1	0.4268536172	0.4268536172
LRRN3	0	0
LSM3	0.1204851068	0.1204851068
LTBP3	0.1115881629	0.1115881629
LVRN	0.3643952997	0.3643952997
LY75	0.1286767119	0.1286767119
LYG2	0	0
LZTFL1	0.2787276973	0.2787276973
MAATS1	0	0
MAB21L2	0	0
MAEA	0.1782039466	0.1782039466
MAGEB4	3.453038674	3.453038674
MAGEB6	2.7320488454	2.7320488454
MAGEC1	1.2653795015	1.2653795015
MAGED1	0.5839323993	0.5839323993
MAGEE2	0.3356132661	0.3356132661
MAGEL2	1.8554780516	1.8554780516
MAGIX	0.4284169842	0.4284169842
MAMLD1	0.4579735252	0.4579735252
MAN2A1	0.3006565015	0
MANBA	0.2302096531	0.2302096531
MANEAL	0.2957950077	0.2957950077
MAP1B	0.8231645078	0.8231645078
MAP2	0.4937417005	0.4937417005
MAP3K1	1.1961496161	1.1961496161
MAP3K14	0.24300346845	0.24300346845
MAP3K15	0	0
MAP3K19	0.1714007115	0.1714007115
MAP3K4	0	0
MAP3K8	0.276800084	0.276800084
MAP7D3	2.4733208515	1.3064099658
MARCH10	1.3821678236	1.3821678236
MARCH4	0	0
MARK1	0	0
MARS	0.4863632499	0.4863632499
MAST4	0.20711689555	0
MATK	0.2084456551	0.2084456551
MBOAT4	1.4098128614	1.4098128614
MC1R	0.093931208	0.093931208
MC3R	0.1850916967	0.1850916967
MCC	0.2756531809	0.2756531809
MCF2L2	0.4327927968	0.4327927968
MCHR1	1.2324385213	1.2324385213
MDC1	0.4238492334	0.4238492334
MDM2	0.6676426861	0.6676426861
MECP2	0	0
MED4	0	0
MEFV	0.2906173322	0.2906173322
MEGF8	0	0
MEPE	1.001226703	1.001226703
MESDC2	0.16406187	0.16406187
METTL14	0	0
METTL7B	0	0
MFSD6L	1.0242826692	1.0242826692
MGMT	1.4002295816	1.4002295816
MICAL3	0.3141724072	0.4506494873
MICALCL	0.8753856949	0.8753856949
MICU1	0	0
MIEF2	1.6825380481	1.6825380481
MINK1	0	0
MIPEP	0	0
MKI67	2.2269049084	2.2269049084
MLIP	0.7149007843	0.7149007843
MMP19	0	0
MMP9	1.4764424381	1.4764424381
MN1	0.103357528	0.103357528
MON2	0	0
MPP3	0	0
MPPED2	0	0
MRC1	0.4567751401	0.4567751401
MRE11A	0	0
MRGPRE	0.8708960475	0.8708960475
MRGPRX4	1.15070448685	1.1148510924
MROH2B	0	0
MROH5	0	0
MROH9	0.3472545965	0.694509193
MRPS9	1.0359802144	1.0359802144
MSH2	0.4409682039	0.4409682039
MSR1	1.4953774146	1.4953774146
MTHFD1L	0.3457666706	0.3457666706
MTHFD2L	0	0
MTMR8	2.0082982885	2.0082982885
MTR	0.0970009536	0.0970009536
MUC13	0.3847836535	0.3847836535
MUC16	1.95533226403571	1.4670844923
MUC17	1.0955806468	1.0955806468
MUC4	0.9021997434	0.9021997434
MUC6	0.3659847436	0.3659847436
MUC7	1.4199380027	1.4199380027
MUL1	0	0
MUS81	0.902180107	0.902180107
MUT	0	0
MXRA5	0.9194152731	1.7431977699
MYEF2	0.8142655709	0.8142655709
MYH15	0.5667206724	0.5667206724
MYH2	0	0
MYH4	0	0
MYH8	0	0
MYLK	0.6159938352	0.5436155829
MYLK2	0.1711775357	0.238477455
MYO10	0	0
MYO15A	0.745748511	0.745748511
MYO18A	0	0
MYO1F	0.403844179533333	1.0349353725
MYO5A	0	0
MYOCD	0.4934059258	0.4934059258
MYOF	0.3748327161	0.2955022489
MYOM2	0	0
MYOM3	0.091435694	0.091435694
N4BP2L2	0.9087460813	0.9087460813
NABP2	0	0
NACC1	0	0
NAGPA	0.4365552603	0.4365552603
NAP1L1	0	0
NAT16	0.5566970164	0.5566970164
NBAS	0.191385765	0.191385765
NBEAL1	0	0
NCK2	0	0
NCKAP5	1.6746512176	1.6746512176
NCOA1	0	0
NCOA6	1.5071821752	1.5071821752
NCOR2	0	0
NDRG2	0	0
NDUFB8	1.0405991235	1.0405991235
NECAP1	0	0
NECTIN1	0.0992271889	0.0992271889
NECTIN3	0.2167276231	0.2167276231
NEDD1	0.635867856	0.635867856
NEDD4L	0	0
NEK2	0.0868018183	0.0868018183
NELFE	0.1968919619	0.1968919619
NES	0.4761931066	0.4761931066
NETO1	0.6345089667	0.6345089667
NFE2	0.2307143516	0.2692930277
NFIA	0	0
NFYA	0	0
NGFR	0	0
NHSL1	1.1678046761	1.1678046761
NID2	0	0
NIFK	0.265217272	0.265217272
NIPAL3	0.0868990248	0.0868990248
NIPAL4	0.61550117965	0.0810913337
NKAPL	2.3002207924	2.3002207924
NLGN1	0.1682738361	0.1682738361
NLGN4X	0	0
NLN	0.22892950545	0.1892374959
NLRP1	0.8709248067	0.8709248067
NLRP11	2.3548157945	2.3548157945
NLRP12	0.701902976	0.701902976
NLRP3	0.3455788692	0.4689274048
NLRP5	1.6576451163	2.0068876384
NLRP8	0	0
NLRP9	0.5746920561	0.5746920561
NOL11	0.1464765577	0.1464765577
NOL9	0.5243212301	0.5243212301
NOP56	0	0
NOS1	0.1729736462	0.1729736462
NOS2	0.5259355473	0.5259355473
NOS3	0.12655410115	0
NOTCH3	0.0957901842	0.0957901842
NOTCH4	0.77470090255	0.77470090255
NOVA1	0	0
NPAP1	1.9797496009	2.3167707393
NPC1L1	0	0
NPIPB5	0	0
NPR3	0.2499627347	0.2499627347
NPY4R	0.1985698996	0.1985698996
NR2C2AP	0.4825583507	0.4825583507
NR2E3	0.0849727119	0.0849727119
NR4A1	0.0977518444	0.0977518444
NR5A2	0.8283124778	0.8283124778
NRAP	0	0
NRAS	0	0
NRIP2	0.240511115	0.240511115
NRIP3	0.2599435896	0.2599435896
NRK	0	0
NRXN2	0	0
NSD1	0.5553104477	0.5553104477
NTF3	0.1780244801	0.1780244801
NTF4	0.6730906438	0.6730906438
NTN3	0.1050864247	0.1050864247
NTN4	0.2814877604	0.2814877604
NTRK3	0.2987500001	0.2987500001
NUDT4	0.0925649945	0.0925649945
NUDT9	0.36919264585	0.7383852917
NUFIP1	2.484569272	2.484569272
NUFIP2	1.4854482432	1.4854482432
NUP155	0.860058332	0.860058332
NUP160	0.31055559425	0.1554095983
NUP210	0	0
NXPE3	0.0913570561	0.0913570561
NXPH2	0.5242758505	0.5242758505
OBSCN	0.31005776625	0.1852584309
OCRL	0.8412325066	0.8412325066
ODAM	0.6049004193	0.6049004193
ODF3B	0.4304571383	0.4304571383
OGG1	0.7553633869	0.7553633869
OIT3	0.5758873104	0.5758873104
OLAH	0.1359138111	0.1359138111
OLFML2B	0	0
OMD	0.7491937972	0.7491937972
OMG	0.6496700001	0.6496700001
OPA1	0.3536188558	0.3536188558
OPN4	0.6997058437	0.6997058437
OPRL1	0.217658717	0.217658717
OPRPN	1.7636134794	1.7636134794
OR10A4	0.5807003653	0.5807003653
OR10H5	1.5086808122	1.5086808122
OR10S1	1.1260561511	1.1260561511
OR11H1	0.8547929093	0.8547929093
OR13C3	1.4051614791	1.25713371
OR13D1	0.1332659185	0.1332659185
OR14C36	0.1951825435	0.1951825435
OR1J4	0.2638063261	0.2638063261
OR1S2	0.0932950438	0.0932950438
OR2A14	0.851389894	0.851389894
OR2AE1	0.2773829309	0.2773829309
OR2AT4	1.2063611423	1.2063611423
OR2B6	0.9124978442	0.9124978442
OR2C3	2.2407438373	2.2407438373
OR2G3	0.3967273957	0.3967273957
OR2G6	0.5257405739	0.5257405739
OR2M2	1.0941838173	1.0941838173
OR2S2	0.9008910456	0.9008910456
OR2T10	0.1223166031	0.1223166031
OR2T2	1.0025364171	1.0025364171
OR2T33	0.9754221261	0.9754221261
OR2Y1	0.2079116409	0.2079116409
OR4C11	0.1994350603	0.1994350603
OR4K5	0.1038983708	0.1038983708
OR51A4	0.657099085	0.657099085
OR51D1	0	0
OR51E1	0.378359215	0.378359215
OR52D1	0.1232684785	0.1232684785
OR52E2	0.6261690576	0.6261690576
OR52E6	0.5745649079	0.5745649079
OR52I2	0.2130402808	0.2130402808
OR52L1	0.2195353534	0.2195353534
OR52M1	0.6879499377	0.6879499377
OR5D18	0.6659081233	0.6659081233
OR5H14	1.0484502333	1.0484502333
OR5H2	0.118906446	0.118906446
OR5K3	0.4316187029	0.4316187029
OR5M1	0.1064735265	0.1064735265
OR5M11	0.3366647054	0.3366647054
OR6C1	0.6248217306	0.6248217306
OR6C2	0.7649642762	0.899957972
OR6K6	0.189115263	0.189115263
OR6V1	0.6899121052	0.6899121052
OR7A10	0.2513001958	0.2513001958
OR9K2	0.360864042	0.360864042
OSBP2	0.2919648073	0.2919648073
OSBPL6	0.0835516259	0.0835516259
OSMR	1.5954634592	1.5954634592
OSR2	0.0922051347	0.0922051347
OTP	0.0899302896	0.0899302896
OTX2	0.1896441224	0.1896441224
OVCH1	0	0
P2RY14	0.984359108	0.984359108
PA2G4	0	0
PACSIN2	0.0908162107	0.0908162107
PAK3	0.0868018258	0.0868018258
PALLD	0.1018245665	0.1018245665
PALM2	0.277019565	0.277019565
PAMR1	1.6076829238	1.6076829238
PAN2	0.1786728892	0.1786728892
PANK2	1.4260211789	1.4260211789
PAPOLA	0	0
PAPPA	0	0
PAPPA2	0.673547003466667	1.6589109125
PARD3	0	0
PARP1	0.0966744567	0.0966744567
PARP11	0	0
PARP12	0.40248035225	0.8049607045
PARP14	0.8658131096	0.8658131096
PARP6	0.2658725939	0.2658725939
PASK	0.5318976352	0.5318976352
PATL2	0.7256106135	1.0079340085
PATZ1	0.1012831768	0.1012831768
PCCA	0	0
PCDH10	0.872875905	0.872875905
PCDH11X	0.323524118	0.323524118
PCDH15	0.81714411656	1.5306861239
PCDH18	0.3947636185	0.3947636185
PCDH7	0.13009597875	0.2601919575
PCDHA2	0.1994403504	0.1994403504
PCDHA9	0.38212904725	0.7642580945
PCDHAC1	1.0981621833	1.0981621833
PCDHB10	0.8611398068	0.8611398068
PCDHB11	1.002593333	1.002593333
PCDHB12	1.3906248093	1.3906248093
PCDHB3	0.5760920641	0.5760920641
PCDHB5	0.66811714785	0.3796991568
PCDHB9	0.8463924637	0.8463924637
PCDHGA1	0.9751669827	0.9751669827
PCDHGA2	1.016338942	1.016338942
PCDHGA3	0.3395592368	0.3395592368
PCDHGB2	0.6855446064	0.6855446064
PCDHGB7	0.04272837785	0
PCGF5	0.0889200148	0.0889200148
PCK1	0.1869708258	0.1869708258
PCLO	0.367776389	0.367776389
PCNX2	0.217847783375	0.1116376812
PCSK4	0	0
PCTP	0.2174595441	0.2174595441
PCYT1B	0	0
PCYT2	0.2472231586	0.2472231586
PDCD5	0.6442026752	0.6442026752
PDE2A	0.5215901824	0.5215901824
PDE3A	0	0
PDE8B	0.6997122084	0.6997122084
PDE9A	0.0971401927	0.0971401927
PDILT	1.2846083526	1.2846083526
PDK3	0.5242758505	0.5242758505
PDLIM3	0.2222866112	0.2222866112
PDX1	0.1966804471	0.1966804471
PDZRN3	0.1843019522	0.1843019522
PEAR1	0.2251953767	0
PEG3	0.5503038309	0.2388296392
PGK2	0.6294379308	0.6294379308
PGS1	0.2210952017	0.2210952017
PHACTR3	0.6172322288	0.6172322288
PHF20L1	0.1374535304	0.1374535304
PHF24	0.4635127406	0.4635127406
PHKA2	0.0905048469	0.0905048469
PI4KA	0.04550609145	0.0910121829
PIAS2	0	0
PID1	0	0
PIGO	0.7779287608	0.7779287608
PIK3AP1	0.70002429625	0
PIK3CA	0	0
PIKFYVE	0.0852945973	0.0852945973
PIN4	0.04772397675	0.0954479535
PITPNM1	0.2020506117	0.2020506117
PITX2	0.0857154514	0.0857154514
PIWIL1	0.372376445	0.372376445
PIWIL3	0.77449169065	0.6067125463
PKD2	0.4831598966	0.4831598966
PKHD1	0.63496270476	0.1590234434
PKHD1L1	0.6644210501	0.6644210501
PLA2G4E	0.3694311259	0.3694311259
PLCB1	0.103191294	0.103191294
PLCB4	0.427139997	0.427139997
PLCL1	0.1122119603	0.1122119603
PLEKHA7	1.3057649165	1.3057649165
PLEKHG6	0.1393707633	0.1393707633
PLS1	0	0
PLXNA1	0.0968576192	0.0968576192
PLXNA4	0.0819666488	0.0819666488
PLXNB2	0.456043752	0.4109592137
PLXNC1	1.2997435317	1.2997435317
PM20D1	1.8140511787	1.8140511787
PNLIP	0.1170859417	0.1170859417
PNLIPRP1	0.2384342405	0.2384342405
PNLIPRP3	0.5907010889	0.5907010889
PNMAL2	1.5090860183	1.5090860183
PNN	0	0
PNPLA6	0.6718616932	0.6718616932
POLD2	0.0835243884	0.0835243884
POLE	0	0
POLR1A	0.8636276314	0.8636276314
POLR1C	0.2981117305	0.2981117305
POLR2B	0.1621013654	0.1621013654
POM121L12	2.3152007523	1.9271040765
POMP	0	0
POSTN	0.2552288739	0.2552288739
POT1	0	0
PPEF1	0.5784795763	0.5784795763
PPFIA2	0.04255766455	0
PPFIA3	0	0
PPIAL4G	0.3379629184	0.3379629184
PPM1H	0.5085747612	0.5085747612
PPP1R18	0.1272746364	0.1272746364
PPP1R7	0.1060566064	0.1060566064
PPP2R3A	0.3894201932	0.3894201932
PPP5C	0.0966417569	0.0966417569
PPP6R1	0.1955386106	0.1955386106
PRAMEF20	3.9943280542	3.9943280542
PRAMEF4	2.6874369712	2.6874369712
PRB2	0.2391774019	0.2391774019
PRDM10	0.1807939185	0.1807939185
PRDM9	1.96693913645	2.039876873
PRDX2	0	0
PRDX3	0	0
PRELID3B	0	0
PRKAG2	0.0432779217	0
PRKCH	0.0827747692	0.0827747692
PRKD1	0	0
PRODH2	0.1032168672	0.1032168672
PROKR1	1.6640497943	1.6640497943
PROSC	0.082815975	0.082815975
PRPF38A	0	0
PRPF39	0.9329127763	0.9329127763
PRPF8	0	0
PRPS1L1	0.9084983204	0.9084983204
PRR30	0.2139788991	0.2139788991
PRRC2B	0.8257914488	0.8257914488
PRUNE2	0	0
PRX	0.26295485515	0.1402593985
PSMC2	0.0856786654	0.0856786654
PTBP2	0.0926105144	0.0926105144
PTCD1	1.8055395242	1.8055395242
PTCHD4	0.4372561095	0.4372561095
PTER	0.5157798992	0.5157798992
PTGDR2	0.5270726103	0.5270726103
PTGDS	1.7631043613	1.7631043613
PTGS2	0.18041265575	0.0827053174
PTPDC1	0.0988668573	0.0988668573
PTPN11	0.1766380307	0.1766380307
PTPN13	0.1387053355	0.1387053355
PTPN2	0.3750507959	0.3750507959
PTPN23	0.2050833602	0.2050833602
PTPN4	0	0
PTPN9	0	0
PTPRG	0.1858568685	0.1858568685
PTPRN2	0	0
PTRF	0	0
PUDP	0.4294956111	0.4294956111
PUS1	0.2617675874	0.2617675874
PXDN	0	0
PXDNL	0.4367223204	0.4367223204
PYGL	0	0
QARS	0	0
QTRT1	0.6619821135	0.6619821135
RAB3B	0.4530650131	0.4530650131
RAB3GAP2	0	0
RAB40B	0	0
RAB6A	0	0
RAB8A	0	0
RAD17	0	0
RAD9A	0.3244924289	0.3244924289
RAD9B	2.7701035649	2.7701035649
RALGPS2	0	0
RALYL	0	0
RANBP17	0	0
RANBP2	0.58411370285	0.5966987895
RANBP3	0.5746713598	0.5746713598
RAPGEF2	0.4492205574	0
RAPGEF5	0.3160389116	0.3160389116
RAPH1	0.36816714	0.36816714
RARS2	0	0
RASEF	0.1881481173	0.1881481173
RASGEF1B	0	0
RASGRF1	0	0
RASGRF2	0.2146983338	0.2146983338
RASGRP1	0.4504172271	0.4504172271
RBBP6	0.28572498	0.28572498
RBBP7	0.0904439705	0.0904439705
RBBP9	0.1305657912	0.1305657912
RBFOX3	0.095499719	0.095499719
RBL1	0	0
RBM10	0	0
RBM12	0.2909630871	0.0988219241
RBM20	0.6303323381	0.8722757194
RBM27	0	0
RBM28	1.3897879451	1.3897879451
RBM39	0.3823245986	0.3823245986
RBM41	0.1207596166	0.1207596166
RBM46	0.5243421106	0.5243421106
RBM6	0.5784070804	0.5784070804
RBMS3	0	0
RBP3	0	0
RBPJL	0.3197925016	0.3197925016
RC3H2	0	0
RCVRN	0.1933130877	0.1933130877
REC114	0	0
RELN	0.0302086858333333	0.0906260575
REM2	0.5339375608	0.5339375608
RET	0.6596078575	0.6596078575
RFC5	0.6177506956	0.6177506956
RFPL1	0.5523879177	0.5523879177
RFPL4A	1.1476658628	1.1476658628
RFX1	0.1910905375	0.1910905375
RFX2	0.5318225036	0.5318225036
RGS22	0.2939678531	0.2939678531
RGSL1	2.12734810875	2.4111093533
RHBDF1	0	0
RHOB	0	0
RHOU	0.2953246272	0.2953246272
RIMS1	0.0842280457	0.0842280457
RIPK2	0.0871084464	0.0871084464
RMDN2	0.1442523516	0.1442523516
RMI1	0.2972114728	0.2972114728
RNASEH2A	0	0
RNF145	0	0
RNF165	0.2646397847	0.2646397847
RNF17	0.8741113565	0.8741113565
ROBO2	0.04211456915	0.0842291383
ROCK1	0	0
ROR1	0	0
RP1	1.29027578155	1.0342814304
RP1L1	0.854790352	0.854790352
RPA4	0.83314495	0.83314495
RPAP2	0.9399079266	0.9399079266
RPAP3	0.3711089115	0.3711089115
RPP38	0.9948794797	0.9948794797
RPRD2	0.7048414176	1.2733036268
RPS6KA4	0.2439976279	0.2439976279
RPS6KA6	0	0
RPTN	1.1401495808	1.1401495808
RPTOR	0	0
RRAGB	0	0
RRAGC	0	0
RRBP1	0.1877060602	0.1877060602
RRM2	0	0
RSF1	1.0871476166	1.0871476166
RTEL1	0.10691835535	0
RTL1	1.2586952239	1.2586952239
RTP1	0	0
RUFY4	0.2647817735	0.2647817735
RUNDC3B	0.1894080553	0.1894080553
RUNX1	0	0
RYK	0.0913253685	0.0913253685
RYR2	0.28901027605	0.3745316949
RYR3	0.9387040836	0.9387040836
S1PR4	0.2077561392	0.2077561392
SACM1L	0.2739631204	0.2739631204
SALL2	0.1002313239	0.1002313239
SAMD5	0.2168606793	0.2168606793
SAPCD2	2.1935446722	2.1935446722
SAT1	0.3607982589	0.3607982589
SAXO1	1.605002868	1.605002868
SBNO2	0.4828533279	0.8677448396
SCAF1	0.09180891845	0.1836178369
SCARA3	0.8356820351	0.8356820351
SCFD2	0.3821381739	0.3821381739
SCG3	0	0
SCGB2A1	1.085771025	1.085771025
SCGB2B2	18.8292003239	18.8292003239
SCIN	0.1851290808	0.1851290808
SCN7A	1.2321716317	1.2321716317
SCN8A	0	0
SCNN1A	0.2683363629	0.2683363629
SCO2	0	0
SCRN2	0	0
SCUBE2	0	0
SCUBE3	0	0
SDCBP2	0	0
SDS	0.1202551381	0.1202551381
SEC14L4	0.302972524	0.302972524
SEC16A	0.2242321703	0.0956962799
SEC24A	0.1805665764	0.1805665764
SEC24B	0	0
SEC24D	0.2753582457	0.2753582457
SECISBP2	1.0835351418	1.0835351418
SELE	1.304879371	1.304879371
SEMA3D	0	0
SEMA3E	0	0
SEMG1	3.8927205153	3.8927205153
SEPT6	0.0963512922	0.0963512922
SERAC1	0.8295943688	0.8295943688
SERPINA12	0.3511790838	0.3511790838
SERPINB12	0.7885229804	0.7885229804
SETBP1	0.173920604166667	0.0802121258
SETDB1	0.1268504307	0.1268504307
SETDB2	1.1319450311	1.1319450311
SEZ6L	0.1871941248	0.1871941248
SF3B1	0.0427963146	0
SFI1	2.1814056978	2.1814056978
SFMBT2	0	0
SFXN4	1.3956604265	1.3956604265
SGIP1	0	0
SGK223	0.4408400383	0.4408400383
SGSM2	0.0488165025	0
SH2D4A	1.9300194256	1.9300194256
SH3BP1	0.3316302851	0.5462861419
SH3D19	0.7347249759	0.7347249759
SH3RF3	0.287257969	0.287257969
SHISA9	0.4842049325	0.4842049325
SHROOM3	0.4898829856	0.4898829856
SI	0.6742344197	0.893029689
SIPA1L2	0	0
SIRT1	0	0
SIX4	0.5078562828	0.5078562828
SKI	0.1067001961	0.1067001961
SKIV2L	0.1006278676	0.1006278676
SLA2	0.1507614812	0.1507614812
SLC10A2	0.0427467451	0.0854934902
SLC10A5	0.3620110656	0.3620110656
SLC12A3	0.2980323606	0.2980323606
SLC12A7	0	0
SLC12A8	0	0
SLC13A1	0.2716597487	0.2716597487
SLC15A1	0	0
SLC16A7	0	0
SLC1A1	0	0
SLC1A3	0.6324054109	0.6324054109
SLC1A5	0.35947266795	0
SLC20A2	0	0
SLC22A17	0.191747127	0.191747127
SLC23A2	0	0
SLC24A2	0	0
SLC24A3	0.6831778221	0.6831778221
SLC24A4	0.3423180115	0.3423180115
SLC25A27	0	0
SLC25A37	0	0
SLC26A2	0.8703986809	0.8703986809
SLC26A9	0	0
SLC27A1	1.5639216273	1.5639216273
SLC27A5	0.235314327	0.235314327
SLC28A3	1.1429480889	1.1429480889
SLC2A12	1.456420736	1.456420736
SLC2A13	0	0
SLC2A5	0.1011501378	0.1011501378
SLC2A6	1.7321861257	1.7321861257
SLC30A4	0.8283110076	0.8283110076
SLC34A1	1.3172747167	1.3172747167
SLC35B1	0	0
SLC35B2	0	0
SLC35B3	0	0
SLC35G6	0.2316539618	0.2316539618
SLC39A5	0.1073086644	0.1073086644
SLC44A1	0	0
SLC44A5	0.6732426991	1.2624365783
SLC47A2	1.0441770423	1.0441770423
SLC4A11	0.2186471757	0.4372943514
SLC4A2	1.311254554	1.311254554
SLC5A5	0.2167670153	0.2167670153
SLC6A11	0.102278907	0.102278907
SLC6A14	0.1907521816	0.1907521816
SLC6A19	1.1169484076	1.1169484076
SLC6A7	0.2262911636	0.2262911636
SLC7A10	0.094605276	0.094605276
SLC7A6	0	0
SLC8A2	0.2982109431	0.2982109431
SLCO1C1	0	0
SLCO4C1	0.132061371	0.132061371
SLF1	0.6360659575	0
