symbol	syn.obs	missense.obs	nonsense.obs	fs.obs	inframe.obs	max.missense	max.nonsense	max.prot	cds.id	length	total.mut.cnt	prot.mut.cnt	total.mut.pct	prot.mut.pct	score.max_cnt	score.mult_pct	score.max_pct	max.peak.cnt	multiple.cnt	summit.start	summit.end	wt.stop	fitch	fitch.summit
ERICH1	0	1	0	0	0	NA	NA	NA	ENST00000262109	3987	1	1	0.0250815149235014	0.0250815149235014	1	0	1	0	0	412	412	0	0.3598592159	0.3598592159
ERICH3	0	1	0	0	0	NA	NA	NA	ENST00000326665	13770	1	1	0.00726216412490922	0.00726216412490922	1	0	1	0	0	1127	1127	0	1.0643585696	1.0643585696
ESAM	0	1	0	0	0	NA	NA	NA	ENST00000278927	3510	1	1	0.0284900284900285	0.0284900284900285	1	0	1	0	0	21	21	0	0.6791205299	0.6791205299
ESPL1	1	0	0	0	0	NA	NA	NA	ENST00000257934	19080	1	0	0.00524109014675052	0	0	NA	NA	0	0	0	0	0	NA	NA
ESPN	0	1	0	0	0	NA	NA	NA	ENST00000377828	7686	1	1	0.0130106687483737	0.0130106687483737	1	0	1	0	0	115	115	0	0.098351027	0.098351027
ESYT1	0	1	0	0	0	NA	NA	NA	ENST00000394048	9936	1	1	0.0100644122383253	0.0100644122383253	1	0	1	0	0	20	20	0	0.2464744298	0.2464744298
ETS2	0	0	1	0	0	NA	NA	NA	ENST00000360214	4221	1	1	0.0236910684671879	0.0236910684671879	0	NA	NA	0	0	0	0	175	NA	NA
ETV1	0	1	0	0	0	NA	NA	NA	ENST00000405218	4293	1	1	0.0232937339855579	0.0232937339855579	1	0	1	0	0	192	192	0	NA	NA
EVI5L	0	0	0	1	0	NA	NA	NA	ENST00000270530	7146	1	1	0.0139938427092079	0.0139938427092079	0	NA	NA	0	0	0	0	251	NA	NA
EVPL	0	2	0	0	0	NA	NA	NA	ENST00000301607	18297	2	2	0.0109307536754659	0.0109307536754659	1	0	0.5	0	0	1729	1729	0	0.5280872671	0.5280872671
EVPLL	1	0	0	0	0	NA	NA	NA	ENST00000399134	2709	1	0	0.0369139904023625	0	0	NA	NA	0	0	0	0	0	NA	NA
EXD1	0	1	0	0	0	NA	NA	NA	ENST00000314992	4626	1	1	0.0216169476869866	0.0216169476869866	1	0	1	0	0	98	98	0	0	0
EXD2	0	1	1	0	0	NA	NA	NA	ENST00000312994	5589	2	2	0.0357845768473788	0.0357845768473788	1	0	1	0	0	544	544	32	0.0841464475	0.0841464475
EXO5	1	0	0	0	0	NA	NA	NA	ENST00000296380	3357	1	0	0.0297885016383676	0	0	NA	NA	0	0	0	0	0	NA	NA
EXOC1	1	0	0	0	0	NA	NA	NA	ENST00000346134	8046	1	0	0.0124285359184688	0	0	NA	NA	0	0	0	0	0	NA	NA
EXOC3	0	1	0	0	0	NA	NA	NA	ENST00000512944	6705	1	1	0.0149142431021626	0.0149142431021626	1	0	1	0	0	8	8	0	0.098927282	0.098927282
EXOC4	2	0	0	0	0	NA	NA	NA	ENST00000253861	8766	2	0	0.0228154232261008	0	0	NA	NA	0	0	0	0	0	NA	NA
EXOC7	0	0	0	0	1	NA	NA	NA	ENST00000335146	6615	1	0	0.0151171579743008	0	0	NA	NA	0	0	0	0	0	NA	NA
EXPH5	0	0	0	2	0	NA	NA	NA	ENST00000265843	17901	2	2	0.011172560192168	0.011172560192168	0	NA	NA	0	0	0	0	960	NA	NA
EYA1	0	1	0	0	0	NA	NA	NA	ENST00000340726	5328	1	1	0.0187687687687688	0.0187687687687688	1	0	1	0	0	562	562	0	0	0
F13A1	0	1	0	0	0	NA	NA	NA	ENST00000264870	6588	1	1	0.0151791135397693	0.0151791135397693	1	0	1	0	0	519	519	0	0.6611978551	0.6611978551
F13B	1	0	0	0	0	NA	NA	NA	ENST00000367412	5949	1	0	0.0168095478231636	0	0	NA	NA	0	0	0	0	0	NA	NA
F5	0	2	0	0	0	NA	NA	NA	ENST00000367797	20016	2	2	0.00999200639488409	0.00999200639488409	1	0	0.5	0	0	269	269	0	0.8678783566	0.8678783566
F8	0	1	0	0	0	NA	NA	NA	ENST00000360256	21159	1	1	0.00472612127227185	0.00472612127227185	1	0	1	0	0	1644	1644	0	1.530030482	1.530030482
FABP2	0	1	0	0	0	NA	NA	NA	ENST00000274024	1188	1	1	0.0841750841750842	0.0841750841750842	1	0	1	0	0	107	107	0	0.1086790077	0.1086790077
FADD	0	1	0	0	0	NA	NA	NA	ENST00000301838	1872	1	1	0.0534188034188034	0.0534188034188034	1	0	1	0	0	42	42	0	0.5434636897	0.5434636897
FAM114A2	0	1	0	0	0	NA	NA	NA	ENST00000351797	4545	1	1	0.022002200220022	0.022002200220022	1	0	1	0	0	503	503	0	1.4488732475	1.4488732475
FAM120A	0	1	0	0	0	NA	NA	NA	ENST00000277165	10062	1	1	0.00993838203140529	0.00993838203140529	1	0	1	0	0	824	824	0	NA	NA
FAM124B	0	1	0	0	0	NA	NA	NA	ENST00000409685	4095	1	1	0.0244200244200244	0.0244200244200244	1	0	1	0	0	84	84	0	1.1864488918	1.1864488918
FAM160A1	0	1	0	0	0	NA	NA	NA	ENST00000435205	9360	1	1	0.0106837606837607	0.0106837606837607	1	0	1	0	0	151	151	0	0	0
FAM161B	0	1	0	0	0	NA	NA	NA	ENST00000286544	6390	1	1	0.0156494522691706	0.0156494522691706	1	0	1	0	0	287	287	0	0.0942568278	0.0942568278
FAM167A	0	1	0	0	0	NA	NA	NA	ENST00000284486	1926	1	1	0.0519210799584631	0.0519210799584631	1	0	1	0	0	129	129	0	0.1026359583	0.1026359583
FAM170A	0	1	0	0	0	NA	NA	NA	ENST00000515256	2970	1	1	0.0336700336700337	0.0336700336700337	1	0	1	0	0	209	209	0	NA	NA
FAM171A1	0	1	0	0	0	NA	NA	NA	ENST00000378116	8010	1	1	0.0124843945068664	0.0124843945068664	1	0	1	0	0	376	376	0	0.6220166526	0.6220166526
FAM171B	0	1	0	0	0	NA	NA	NA	ENST00000304698	7434	1	1	0.0134517083669626	0.0134517083669626	1	0	1	0	0	500	500	0	0.6400888955	0.6400888955
FAM172A	1	0	0	0	0	NA	NA	NA	ENST00000395965	3744	1	0	0.0267094017094017	0	0	NA	NA	0	0	0	0	0	NA	NA
FAM179A	0	1	0	0	0	NA	NA	NA	ENST00000379558	9171	1	1	0.0109039363210119	0.0109039363210119	1	0	1	0	0	916	916	0	0.7338570067	0.7338570067
FAM179B	1	0	0	0	0	NA	NA	NA	ENST00000361577	15480	1	0	0.00645994832041344	0	0	NA	NA	0	0	0	0	0	NA	NA
FAM189A1	0	2	0	0	0	NA	NA	NA	ENST00000261275	4851	2	2	0.0412286126571841	0.0412286126571841	1	0	0.5	0	0	77	77	0	0.47855508525	0.47855508525
FAM193B	1	0	0	0	0	NA	NA	NA	ENST00000514747	7398	1	0	0.0135171668018383	0	0	NA	NA	0	0	0	0	0	NA	NA
FAM196B	0	1	0	0	0	NA	NA	NA	ENST00000377365	4815	1	1	0.0207684319833853	0.0207684319833853	1	0	1	0	0	327	327	0	0.8207235992	0.8207235992
FAM19A5	0	1	0	0	0	NA	NA	NA	ENST00000402357	1188	1	1	0.0841750841750842	0.0841750841750842	1	0	1	0	0	68	68	0	0	0
FAM200B	1	0	0	0	0	NA	NA	NA	ENST00000422728	5913	1	0	0.0169118890580078	0	0	NA	NA	0	0	0	0	0	NA	NA
FAM208A	0	1	0	0	0	NA	NA	NA	ENST00000493960	13608	1	1	0.00734861845972957	0.00734861845972957	1	0	1	0	0	992	992	0	0.3793744242	0.3793744242
FAM212A	1	0	0	0	0	NA	NA	NA	ENST00000333323	2583	1	0	0.0387146728610143	0	0	NA	NA	0	0	0	0	0	NA	NA
FAM219B	1	0	0	0	0	NA	NA	NA	ENST00000357635	1782	1	0	0.0561167227833895	0	0	NA	NA	0	0	0	0	0	NA	NA
FAM234B	1	0	0	0	0	NA	NA	NA	ENST00000197268	5598	1	0	0.0178635226866738	0	0	NA	NA	0	0	0	0	0	NA	NA
FAM25C	0	1	0	0	0	NA	NA	NA	ENST00000617224	801	1	1	0.124843945068664	0.124843945068664	1	0	1	0	0	16	16	0	0	0
FAM43A	0	1	0	0	0	NA	NA	NA	ENST00000329759	3807	1	1	0.026267402153927	0.026267402153927	1	0	1	0	0	71	71	0	0.10257799	0.10257799
FAM47A	0	1	0	0	0	NA	NA	NA	ENST00000346193	7119	1	1	0.014046916701784	0.014046916701784	1	0	1	0	0	224	224	0	0.9572636046	0.9572636046
FAM47C	0	2	0	0	0	NA	NA	NA	ENST00000358047	9315	2	2	0.0214707461084273	0.0214707461084273	1	0	0.5	0	0	31	31	0	1.6345514647	1.6345514647
FAM63B	0	1	0	0	0	NA	NA	NA	ENST00000559228	5589	1	1	0.0178922884236894	0.0178922884236894	1	0	1	0	0	363	363	0	0.0842019324	0.0842019324
FAM81B	0	1	0	0	0	NA	NA	NA	ENST00000283357	4068	1	1	0.0245821042281219	0.0245821042281219	1	0	1	0	0	216	216	0	0	0
FAM83E	1	0	0	0	0	NA	NA	NA	ENST00000263266	4302	1	0	0.0232450023245002	0	0	NA	NA	0	0	0	0	0	NA	NA
FAM90A1	0	1	0	0	0	NA	NA	NA	ENST00000307435	4176	1	1	0.0239463601532567	0.0239463601532567	1	0	1	0	0	233	233	0	NA	NA
FAM98A	1	0	0	0	0	NA	NA	NA	ENST00000238823	4662	1	0	0.0214500214500215	0	0	NA	NA	0	0	0	0	0	NA	NA
FAM9A	0	2	0	0	0	NA	NA	NA	ENST00000381003	2988	2	2	0.0669344042838019	0.0669344042838019	1	1	1	2	2	253	264	0	2.85556549715	2.85556549715
FANCF	0	1	0	0	0	NA	NA	NA	ENST00000327470	3366	1	1	0.029708853238265	0.029708853238265	1	0	1	0	0	314	314	0	0.1458935205	0.1458935205
FANCI	0	1	0	0	0	NA	NA	NA	ENST00000310775	11952	1	1	0.00836680053547523	0.00836680053547523	1	0	1	0	0	19	19	0	1.1998106356	1.1998106356
FANCM	0	2	0	0	0	NA	NA	NA	ENST00000267430	18432	2	2	0.0108506944444444	0.0108506944444444	1	0	0.5	0	0	674	674	0	0.3519219938	0.3519219938
FANK1	1	0	0	0	0	NA	NA	NA	ENST00000368693	3105	1	0	0.0322061191626409	0	0	NA	NA	0	0	0	0	0	NA	NA
FARP2	1	0	0	0	0	NA	NA	NA	ENST00000264042	9486	1	0	0.0105418511490618	0	0	NA	NA	0	0	0	0	0	NA	NA
FASN	0	1	0	0	0	NA	NA	NA	ENST00000306749	22599	1	1	0.0044249745563963	0.0044249745563963	1	0	1	0	0	2089	2089	0	1.4272999665	1.4272999665
FASTKD5	0	1	0	0	0	NA	NA	NA	ENST00000380266	6876	1	1	0.014543339150669	0.014543339150669	1	0	1	0	0	553	553	0	0.3464041131	0.3464041131
FAT1	0	1	0	0	0	NA	NA	NA	ENST00000441802	41292	1	1	0.002421776615325	0.002421776615325	1	0	1	0	0	439	439	0	0.5974885848	0.5974885848
FAT3	3	2	0	0	0	-1.37886554975039	-4.9999883853929	NA	ENST00000525166	39951	5	2	0.012515331280819	0.0050061325123276	1	0	0.5	0	0	1194	1194	0	NA	NA
FAT4	1	2	0	1	0	0.0684097376972204	0.494844586576801	NA	ENST00000394329	44829	4	3	0.00892279551183386	0.00669209663387539	1	0	0.5	0	0	389	389	2542	0.22615967215	0.22615967215
FATE1	1	1	0	0	0	NA	NA	NA	ENST00000370350	1647	2	1	0.121432908318154	0.0607164541590771	1	0	1	0	0	16	16	0	2.8676500635	2.8676500635
FBLN2	0	1	0	0	0	NA	NA	NA	ENST00000295760	10656	1	1	0.00938438438438438	0.00938438438438438	1	0	1	0	0	368	368	0	2.2192109995	2.2192109995
FBLN7	0	1	0	0	0	NA	NA	NA	ENST00000331203	3951	1	1	0.0253100480890914	0.0253100480890914	1	0	1	0	0	411	411	0	0.3835893569	0.3835893569
FBN1	0	0	1	0	0	NA	NA	NA	ENST00000316623	25839	1	1	0.00387011881264755	0.00387011881264755	0	NA	NA	0	0	0	0	2514	NA	NA
FBN2	0	4	0	0	0	4.99985596766567	-4.9999829793476	NA	ENST00000262464	26208	4	4	0.0152625152625153	0.0152625152625153	1	0.5	0.5	2	2	462	474	0	0.30647651255	0.18184851195
FBN3	1	2	0	0	0	0.0441225009223967	-4.99999536174483	NA	ENST00000270509	25281	3	2	0.0118666192001899	0.00791107946679324	1	0	0.5	0	0	216	216	0	0.7232207235	0.7232207235
FBP2	1	0	0	0	0	NA	NA	NA	ENST00000375337	3051	1	0	0.0327761389708292	0	0	NA	NA	0	0	0	0	0	NA	NA
FBRS	0	1	0	0	0	NA	NA	NA	ENST00000287468	4140	1	1	0.0241545893719807	0.0241545893719807	1	0	1	0	0	80	80	0	0.1764772736	0.1764772736
FBXL13	0	1	0	0	0	NA	NA	NA	ENST00000313221	6615	1	1	0.0151171579743008	0.0151171579743008	1	0	1	0	0	331	331	0	0.3344284378	0.3344284378
FBXO10	0	1	0	0	0	NA	NA	NA	ENST00000432825	8604	1	1	0.0116225011622501	0.0116225011622501	1	0	1	0	0	857	857	0	0.6539136686	0.6539136686
FBXO11	0	1	0	0	0	NA	NA	NA	ENST00000403359	8343	1	1	0.011986096128491	0.011986096128491	1	0	1	0	0	893	893	0	0	0
FBXO16	0	1	0	0	0	NA	NA	NA	ENST00000380254	2628	1	1	0.0380517503805175	0.0380517503805175	1	0	1	0	0	215	215	0	0.9491714472	0.9491714472
FBXO18	0	1	0	0	0	NA	NA	NA	ENST00000362091	9387	1	1	0.010653030787259	0.010653030787259	1	0	1	0	0	168	168	0	1.0155427549	1.0155427549
FBXO27	0	0	1	0	0	NA	NA	NA	ENST00000292853	2547	1	1	0.0392618767177071	0.0392618767177071	0	NA	NA	0	0	0	0	130	NA	NA
FBXO34	0	0	0	1	0	NA	NA	NA	ENST00000313833	6399	1	1	0.0156274417877793	0.0156274417877793	0	NA	NA	0	0	0	0	485	NA	NA
FBXO38	0	1	0	0	0	NA	NA	NA	ENST00000340253	10692	1	1	0.00935278713056491	0.00935278713056491	1	0	1	0	0	1116	1116	0	NA	NA
FBXO42	1	0	0	1	0	NA	NA	NA	ENST00000375592	6453	2	1	0.030993336432667	0.0154966682163335	0	NA	NA	0	0	0	0	272	NA	NA
FBXO5	0	0	0	1	0	NA	NA	NA	ENST00000229758	4023	1	1	0.0248570718369376	0.0248570718369376	0	NA	NA	0	0	0	0	127	NA	NA
FBXO8	0	2	0	0	0	NA	NA	NA	ENST00000393674	2871	2	2	0.0696621386276559	0.0696621386276559	1	0	0.5	0	0	44	44	0	0.053681539	0.053681539
FBXO9	0	1	0	0	0	NA	NA	NA	ENST00000244426	4023	1	1	0.0248570718369376	0.0248570718369376	1	0	1	0	0	364	364	0	0.6732278167	0.6732278167
FBXW12	1	0	0	0	0	NA	NA	NA	ENST00000296438	4176	1	0	0.0239463601532567	0	0	NA	NA	0	0	0	0	0	NA	NA
FBXW4	0	0	0	1	0	NA	NA	NA	ENST00000331272	3708	1	1	0.0269687162891046	0.0269687162891046	0	NA	NA	0	0	0	0	397	NA	NA
FBXW8	0	1	0	0	0	NA	NA	NA	ENST00000309909	5382	1	1	0.0185804533630621	0.0185804533630621	1	0	1	0	0	562	562	0	0.1315596289	0.1315596289
FCHO1	0	1	0	0	0	NA	NA	NA	ENST00000252771	8001	1	1	0.0124984376952881	0.0124984376952881	1	0	1	0	0	203	203	0	NA	NA
FCHSD2	1	0	0	0	0	NA	NA	NA	ENST00000409418	6660	1	0	0.015015015015015	0	0	NA	NA	0	0	0	0	0	NA	NA
FCN2	1	0	0	0	0	NA	NA	NA	ENST00000291744	2817	1	0	0.035498757543486	0	0	NA	NA	0	0	0	0	0	NA	NA
FCRL2	0	0	0	1	0	NA	NA	NA	ENST00000361516	4572	1	1	0.0218722659667542	0.0218722659667542	0	NA	NA	0	0	0	0	23	NA	NA
FCRL5	0	1	0	0	0	NA	NA	NA	ENST00000361835	8793	1	1	0.0113726828158763	0.0113726828158763	1	0	1	0	0	747	747	0	0.4364560381	0.4364560381
FCRL6	1	0	0	0	0	NA	NA	NA	ENST00000368106	3906	1	0	0.0256016385048643	0	0	NA	NA	0	0	0	0	0	NA	NA
FDFT1	0	1	0	0	0	NA	NA	NA	ENST00000220584	3753	1	1	0.0266453503863576	0.0266453503863576	1	0	1	0	0	298	298	0	0.0843211059	0.0843211059
FDXR	0	2	0	0	0	NA	NA	NA	ENST00000293195	4419	2	2	0.0452591083955646	0.0452591083955646	1	1	1	2	2	101	109	0	0.4308450595	0.4308450595
FERD3L	0	0	1	0	0	NA	NA	NA	ENST00000275461	1494	1	1	0.0669344042838019	0.0669344042838019	0	NA	NA	0	0	0	0	76	NA	NA
FES	1	0	0	0	0	NA	NA	NA	ENST00000328850	7398	1	0	0.0135171668018383	0	0	NA	NA	0	0	0	0	0	NA	NA
FEZF1	0	1	0	0	0	NA	NA	NA	ENST00000442488	4275	1	1	0.0233918128654971	0.0233918128654971	1	0	1	0	0	328	328	0	0	0
FGF19	0	1	0	0	0	NA	NA	NA	ENST00000294312	1944	1	1	0.051440329218107	0.051440329218107	1	0	1	0	0	120	120	0	0	0
FGF23	0	1	0	0	0	NA	NA	NA	ENST00000237837	2259	1	1	0.0442673749446658	0.0442673749446658	1	0	1	0	0	39	39	0	0	0
FGF3	0	1	0	0	0	NA	NA	NA	ENST00000334134	2151	1	1	0.0464900046490005	0.0464900046490005	1	0	1	0	0	215	215	0	1.7462443444	1.7462443444
FGFBP2	0	1	0	0	0	NA	NA	NA	ENST00000259989	2007	1	1	0.049825610363727	0.049825610363727	1	0	1	0	0	142	142	0	1.0226714325	1.0226714325
FGFR1OP	0	1	0	0	0	NA	NA	NA	ENST00000366847	3591	1	1	0.0278473962684489	0.0278473962684489	1	0	1	0	0	228	228	0	0.8488231774	0.8488231774
FHAD1	0	1	0	1	0	NA	NA	NA	ENST00000358897	12708	2	2	0.0157381177211206	0.0157381177211206	1	0	1	0	0	418	418	1340	0.8096553014	0.8096553014
FHDC1	1	0	0	0	0	NA	NA	NA	ENST00000260008	10287	1	0	0.00972100709633518	0	0	NA	NA	0	0	0	0	0	NA	NA
FHOD1	1	0	0	0	0	NA	NA	NA	ENST00000258201	10476	1	0	0.00954562810232913	0	0	NA	NA	0	0	0	0	0	NA	NA
FIBIN	0	1	0	0	0	NA	NA	NA	ENST00000318627	1899	1	1	0.0526592943654555	0.0526592943654555	1	0	1	0	0	41	41	0	0	0
FILIP1	0	1	0	0	0	NA	NA	NA	ENST00000237172	10917	1	1	0.00916002564807182	0.00916002564807182	1	0	1	0	0	1120	1120	0	0.2649071884	0.2649071884
FILIP1L	0	0	1	0	0	NA	NA	NA	ENST00000354552	10215	1	1	0.00978952520802741	0.00978952520802741	0	NA	NA	0	0	0	0	156	NA	NA
FKBP10	0	1	0	0	0	NA	NA	NA	ENST00000321562	5238	1	1	0.0190912562046583	0.0190912562046583	1	0	1	0	0	231	231	0	0.2572602487	0.2572602487
FKBP4	0	2	0	0	0	NA	NA	NA	ENST00000001008	4131	2	2	0.0484144274993948	0.0484144274993948	1	0	0.5	0	0	383	383	0	0.65750777545	0.65750777545
FKBPL	0	1	0	0	0	NA	NA	NA	ENST00000375156	3141	1	1	0.0318369945877109	0.0318369945877109	1	0	1	0	0	334	334	0	0.487169775	0.487169775
FLCN	0	1	0	0	0	NA	NA	NA	ENST00000285071	5211	1	1	0.0191901746305891	0.0191901746305891	1	0	1	0	0	62	62	0	0.2049151774	0.2049151774
FLG	1	2	0	0	0	-0.763059676782107	-4.99999914117349	NA	ENST00000368799	36549	3	2	0.0082081589099565	0.005472105939971	1	0	0.5	0	0	218	218	0	2.13408415915	2.13408415915
FLG2	0	1	0	0	0	NA	NA	NA	ENST00000388718	21519	1	1	0.00464705608996701	0.00464705608996701	1	0	1	0	0	2137	2137	0	1.7983826654	1.7983826654
FLI1	0	1	0	0	0	NA	NA	NA	ENST00000527786	4068	1	1	0.0245821042281219	0.0245821042281219	1	0	1	0	0	242	242	0	0.143093042	0.143093042
FLNA	1	1	0	0	0	NA	NA	NA	ENST00000369850	23823	2	1	0.00839524828946816	0.00419762414473408	1	0	1	0	0	2563	2563	0	0.2457030026	0.2457030026
FLNB	1	0	0	0	0	NA	NA	NA	ENST00000295956	23418	1	0	0.00427021948928175	0	0	NA	NA	0	0	0	0	0	NA	NA
FLNC	0	1	0	0	0	NA	NA	NA	ENST00000325888	24525	1	1	0.00407747196738022	0.00407747196738022	1	0	1	0	0	2483	2483	0	0	0
FLRT2	1	0	0	0	0	NA	NA	NA	ENST00000330753	5940	1	0	0.0168350168350168	0	0	NA	NA	0	0	0	0	0	NA	NA
FLT3	0	1	0	0	0	NA	NA	NA	ENST00000241453	8937	1	1	0.0111894371713103	0.0111894371713103	1	0	1	0	0	345	345	0	0.9399600517	0.9399600517
FLT4	0	3	0	0	0	4.99999992469778	-4.99813698586089	NA	ENST00000261937	12267	3	3	0.0244558571777941	0.0244558571777941	1	0	0.333333333333333	0	0	632	632	0	0.236964145366667	0.236964145366667
FMN1	1	1	0	0	0	NA	NA	NA	ENST00000559047	12771	2	1	0.0156604807767598	0.00783024038837992	1	0	1	0	0	1298	1298	0	NA	NA
FMNL2	0	1	0	0	0	NA	NA	NA	ENST00000288670	9828	1	1	0.0101750101750102	0.0101750101750102	1	0	1	0	0	546	546	0	0.2177650792	0.2177650792
FMO1	0	1	0	0	0	NA	NA	NA	ENST00000354841	4788	1	1	0.0208855472013367	0.0208855472013367	1	0	1	0	0	474	474	0	NA	NA
FN1	0	1	0	0	0	NA	NA	NA	ENST00000359671	21474	1	1	0.00465679426282947	0.00465679426282947	1	0	1	0	0	80	80	0	NA	NA
FNBP4	1	0	0	0	0	NA	NA	NA	ENST00000263773	9153	1	0	0.0109253796569431	0	0	NA	NA	0	0	0	0	0	NA	NA
FNDC1	0	2	0	0	0	NA	NA	NA	ENST00000297267	17046	2	2	0.0117329578786812	0.0117329578786812	1	0	0.5	0	0	336	336	0	0.41163611015	0.41163611015
FNDC3B	0	0	0	1	0	NA	NA	NA	ENST00000336824	10836	1	1	0.00922849760059062	0.00922849760059062	0	NA	NA	0	0	0	0	536	NA	NA
FNIP1	0	0	0	1	0	NA	NA	NA	ENST00000510461	10494	1	1	0.00952925481227368	0.00952925481227368	0	NA	NA	0	0	0	0	925	NA	NA
FOXC2	0	1	0	0	0	NA	NA	NA	ENST00000320354	4509	1	1	0.0221778664892437	0.0221778664892437	1	0	1	0	0	455	455	0	0.7757939004	0.7757939004
FOXD4L5	1	0	0	0	0	NA	NA	NA	ENST00000377420	3744	1	0	0.0267094017094017	0	0	NA	NA	0	0	0	0	0	NA	NA
FOXG1	1	1	0	0	0	NA	NA	NA	ENST00000313071	4401	2	1	0.0454442172233583	0.0227221086116792	1	0	1	0	0	320	320	0	0.1013850927	0.1013850927
FOXN3	1	0	0	0	0	NA	NA	NA	ENST00000261302	4410	1	0	0.0226757369614512	0	0	NA	NA	0	0	0	0	0	NA	NA
FOXO4	0	0	0	1	0	NA	NA	NA	ENST00000374259	4545	1	1	0.022002200220022	0.022002200220022	0	NA	NA	0	0	0	0	405	NA	NA
FOXP2	0	1	0	0	0	NA	NA	NA	ENST00000350908	6435	1	1	0.0155400155400155	0.0155400155400155	1	0	1	0	0	114	114	0	0.0830304176	0.0830304176
FOXS1	0	0	0	2	0	NA	NA	NA	ENST00000375978	2970	2	2	0.0673400673400673	0.0673400673400673	0	NA	NA	0	0	0	0	45	NA	NA
FPGS	0	1	0	0	0	NA	NA	NA	ENST00000373247	5283	1	1	0.0189286390308537	0.0189286390308537	1	0	1	0	0	418	418	0	0.4018004679	0.4018004679
FPR1	1	1	0	0	0	NA	NA	NA	ENST00000304748	3150	2	1	0.0634920634920635	0.0317460317460317	1	0	1	0	0	150	150	0	0	0
FRAS1	1	2	0	0	0	-0.226541414736368	-4.9999405542777	NA	ENST00000512123	36108	3	2	0.00830840810900631	0.00553893873933754	1	0	0.5	0	0	1423	1423	0	0.1371979119	0.1371979119
FREM1	0	1	0	0	0	NA	NA	NA	ENST00000380880	19611	1	1	0.00509917903217582	0.00509917903217582	1	0	1	0	0	484	484	0	NA	NA
FREM2	1	1	0	0	0	NA	NA	NA	ENST00000280481	28521	2	1	0.00701237684513166	0.00350618842256583	1	0	1	0	0	1410	1410	0	0	0
FRG2C	0	1	0	0	0	NA	NA	NA	ENST00000308062	2538	1	1	0.0394011032308905	0.0394011032308905	1	0	1	0	0	144	144	0	1.9107452671	1.9107452671
FRMD4B	0	1	0	0	0	NA	NA	NA	ENST00000398540	9306	1	1	0.0107457554266065	0.0107457554266065	1	0	1	0	0	353	353	0	0	0
FRMD7	0	1	0	0	0	NA	NA	NA	ENST00000298542	6426	1	1	0.0155617802676626	0.0155617802676626	1	0	1	0	0	298	298	0	0.1789301035	0.1789301035
FRMPD1	0	1	0	0	0	NA	NA	NA	ENST00000377765	14202	1	1	0.0070412617941135	0.0070412617941135	1	0	1	0	0	378	378	0	0	0
FRMPD2	1	0	0	0	0	NA	NA	NA	ENST00000374201	11781	1	0	0.00848824378236143	0	0	NA	NA	0	0	0	0	0	NA	NA
FRMPD3	1	1	0	0	0	NA	NA	NA	ENST00000276185	16290	2	1	0.0122774708410068	0.00613873542050338	1	0	1	0	0	275	275	0	NA	NA
FRMPD4	0	3	0	0	0	4.99999625926742	-4.99813915661406	NA	ENST00000380682	11898	3	3	0.0252143217347453	0.0252143217347453	1	0	0.333333333333333	0	0	584	584	0	0.429218977666667	0.429218977666667
FRY	1	0	0	0	0	NA	NA	NA	ENST00000542859	27117	1	0	0.00368772356824133	0	0	NA	NA	0	0	0	0	0	NA	NA
FSTL4	0	2	0	0	0	NA	NA	NA	ENST00000265342	7578	2	2	0.0263921879123779	0.0263921879123779	2	1	1	2	2	539	539	0	0.4662508409	0.4662508409
FSTL5	0	3	0	0	0	4.99985596766567	-4.9999829793476	NA	ENST00000306100	7623	3	3	0.0393545848091303	0.0393545848091303	1	0	0.333333333333333	0	0	27	27	0	0.669123338566667	0.669123338566667
FTO	0	1	0	0	0	NA	NA	NA	ENST00000471389	4545	1	1	0.022002200220022	0.022002200220022	1	0	1	0	0	197	197	0	0.7699173282	0.7699173282
FUBP3	0	0	0	1	0	NA	NA	NA	ENST00000319725	5148	1	1	0.0194250194250194	0.0194250194250194	0	NA	NA	0	0	0	0	349	NA	NA
FUCA1	0	1	0	0	0	NA	NA	NA	ENST00000374479	4194	1	1	0.0238435860753457	0.0238435860753457	1	0	1	0	0	239	239	0	0	0
FUT3	0	2	0	0	0	NA	NA	NA	ENST00000303225	3249	2	2	0.0615574022776239	0.0615574022776239	1	0	0.5	0	0	196	196	0	0.3049492938	0.3049492938
FUT6	1	1	0	0	0	NA	NA	NA	ENST00000286955	3231	2	1	0.0619003404518725	0.0309501702259362	1	0	1	0	0	159	159	0	0.4150948409	0.4150948409
FXR1	0	0	1	1	0	NA	NA	NA	ENST00000357559	5589	2	2	0.0357845768473788	0.0357845768473788	0	NA	NA	0	0	0	0	278.5	NA	NA
FXR2	0	1	0	0	0	NA	NA	NA	ENST00000250113	6057	1	1	0.0165098233448902	0.0165098233448902	1	0	1	0	0	221	221	0	0.1886621055	0.1886621055
FYB	0	1	0	0	0	NA	NA	NA	ENST00000351578	7047	1	1	0.0141904356463743	0.0141904356463743	1	0	1	0	0	751	751	0	0.36001237	0.36001237
FZD8	0	1	0	0	0	NA	NA	NA	ENST00000374694	6246	1	1	0.016010246557797	0.016010246557797	1	0	1	0	0	676	676	0	0	0
FZR1	0	1	0	0	0	NA	NA	NA	ENST00000395095	4464	1	1	0.0224014336917563	0.0224014336917563	1	0	1	0	0	61	61	0	0	0
